timestamp,ankle_horiz_fwd,ankle_vert,ankle_horiz_lateral,leg_horiz_fwd,leg_vert,leg_horiz_lateral,trunk_horiz_fwd,trunk_vert,trunk_horiz_lateral,is_anomaly
1970-01-01 00:05:00.156,111,970,346,-72,944,313,223,952,-223,0
1970-01-01 00:05:00.171,101,970,356,-63,935,292,213,961,-242,0
1970-01-01 00:05:00.187,111,980,356,-54,925,303,213,952,-223,0
1970-01-01 00:05:00.203,131,970,346,-54,944,313,213,961,-233,0
1970-01-01 00:05:00.218,121,980,346,-45,935,333,194,952,-233,0
1970-01-01 00:05:00.234,121,970,366,-63,953,303,203,961,-213,0
1970-01-01 00:05:00.250,101,970,356,-72,925,323,203,971,-233,0
1970-01-01 00:05:00.265,101,980,336,-90,935,323,203,952,-213,0
1970-01-01 00:05:00.281,131,950,366,-81,944,303,203,961,-213,0
1970-01-01 00:05:00.296,111,990,356,-63,935,313,184,971,-213,0
1970-01-01 00:05:00.312,121,970,366,-72,935,323,223,942,-194,0
1970-01-01 00:05:00.328,80,980,386,-100,935,333,213,961,-203,0
1970-01-01 00:05:00.343,121,1009,356,-100,953,313,213,980,-233,0
1970-01-01 00:05:00.359,111,990,366,-81,935,353,203,980,-233,0
1970-01-01 00:05:00.375,111,990,366,-54,925,343,174,980,-223,0
1970-01-01 00:05:00.390,121,1000,316,-36,935,333,174,990,-223,0
1970-01-01 00:05:00.406,121,1000,316,-27,925,323,184,1000,-203,0
1970-01-01 00:05:00.421,131,990,356,-45,935,303,184,1000,-174,0
1970-01-01 00:05:00.437,131,970,336,-54,935,323,203,980,-194,0
1970-01-01 00:05:00.453,131,960,346,-72,944,282,252,961,-194,0
1970-01-01 00:05:00.468,111,980,356,-72,935,303,223,971,-194,0
1970-01-01 00:05:00.484,131,970,356,-81,953,292,242,952,-213,0
1970-01-01 00:05:00.500,121,980,336,-54,944,272,233,933,-203,0
1970-01-01 00:05:00.515,121,980,336,-72,944,282,213,961,-203,0
1970-01-01 00:05:00.531,151,970,346,-72,944,282,203,980,-203,0
1970-01-01 00:05:00.546,121,1000,346,-36,972,272,203,1000,-174,0
1970-01-01 00:05:00.562,151,1000,336,-27,953,333,184,1000,-203,0
1970-01-01 00:05:00.578,161,960,346,-27,962,313,174,980,-223,0
1970-01-01 00:05:00.593,151,980,336,-36,935,343,184,961,-213,0
1970-01-01 00:05:00.609,141,980,336,-36,925,333,174,990,-203,0
1970-01-01 00:05:00.625,141,980,356,-63,953,333,213,971,-213,0
1970-01-01 00:05:00.640,141,990,316,-45,953,313,223,942,-203,0
1970-01-01 00:05:00.656,151,980,316,-36,944,313,223,971,-194,0
1970-01-01 00:05:00.671,141,990,306,-18,944,313,252,961,-213,0
1970-01-01 00:05:00.687,161,970,287,9,953,272,252,942,-203,0
1970-01-01 00:05:00.703,131,980,306,18,944,292,242,980,-213,0
1970-01-01 00:05:00.718,161,1000,306,0,944,272,262,961,-223,0
1970-01-01 00:05:00.734,151,990,297,0,953,282,252,952,-223,0
1970-01-01 00:05:00.750,141,1000,287,0,962,262,233,971,-213,0
1970-01-01 00:05:00.765,141,990,316,0,944,262,233,961,-233,0
1970-01-01 00:05:00.781,131,980,306,-9,935,292,252,942,-203,0
1970-01-01 00:05:00.796,141,990,287,-9,972,252,233,952,-213,0
1970-01-01 00:05:00.812,131,990,287,-9,953,282,262,961,-203,0
1970-01-01 00:05:00.828,141,1000,277,-9,953,272,262,923,-213,0
1970-01-01 00:05:00.843,181,980,306,0,944,292,262,923,-213,0
1970-01-01 00:05:00.859,131,1000,287,-9,962,262,262,942,-213,0
1970-01-01 00:05:00.875,131,1000,287,0,953,262,271,952,-233,0
1970-01-01 00:05:00.890,141,1000,277,-9,962,242,291,933,-233,0
1970-01-01 00:05:00.906,161,990,257,18,953,222,271,933,-223,0
1970-01-01 00:05:00.921,141,1000,267,9,962,232,300,933,-242,0
1970-01-01 00:05:00.937,131,1009,247,0,962,222,300,933,-242,0
1970-01-01 00:05:00.953,131,1009,247,9,962,202,300,933,-203,0
1970-01-01 00:05:00.968,131,1000,247,0,972,161,281,923,-233,0
1970-01-01 00:05:00.984,151,1000,247,0,962,161,291,933,-233,0
1970-01-01 00:05:01.000,151,990,227,-18,990,141,291,933,-233,0
1970-01-01 00:05:01.015,141,1000,237,-27,990,101,300,933,-242,0
1970-01-01 00:05:01.031,141,1000,237,-27,1009,111,291,914,-223,0
1970-01-01 00:05:01.046,131,1019,207,-36,1027,80,291,914,-223,0
1970-01-01 00:05:01.062,111,1019,237,-18,1037,70,310,933,-203,0
1970-01-01 00:05:01.078,121,1029,227,0,1046,70,310,933,-203,0
1970-01-01 00:05:01.093,141,1019,297,18,1009,50,339,933,-262,0
1970-01-01 00:05:01.109,40,1078,277,45,1037,30,349,923,-242,0
1970-01-01 00:05:01.125,202,1039,356,109,1055,40,349,923,-242,0
1970-01-01 00:05:01.140,282,990,534,136,1027,80,359,933,-242,0
1970-01-01 00:05:01.156,303,892,693,200,972,202,359,933,-242,0
1970-01-01 00:05:01.171,272,901,673,254,953,252,359,923,-262,0
1970-01-01 00:05:01.187,272,921,613,263,953,323,359,923,-262,0
1970-01-01 00:05:01.203,242,892,623,263,898,383,359,923,-262,0
1970-01-01 00:05:01.218,191,862,564,127,907,383,359,923,-262,0
1970-01-01 00:05:01.234,151,882,475,127,888,343,359,885,-271,0
1970-01-01 00:05:01.250,50,872,356,127,888,343,359,885,-271,0
1970-01-01 00:05:01.265,30,882,277,118,870,353,300,895,-262,0
1970-01-01 00:05:01.281,-10,882,178,45,888,353,300,895,-262,0
1970-01-01 00:05:01.296,-10,970,19,-54,916,353,349,885,-281,0
1970-01-01 00:05:01.312,111,1039,-148,-72,935,363,281,923,-271,0
1970-01-01 00:05:01.328,111,1117,-306,-45,953,313,281,923,-271,0
1970-01-01 00:05:01.343,70,1147,-415,-27,972,292,310,914,-271,0
1970-01-01 00:05:01.359,40,1147,-465,-72,962,202,310,914,-271,0
1970-01-01 00:05:01.375,-20,1205,-475,-109,1055,80,300,914,-291,0
1970-01-01 00:05:01.390,-10,1009,346,-145,1148,-40,281,923,-300,0
1970-01-01 00:05:01.406,40,1068,623,-200,1157,40,281,923,-300,0
1970-01-01 00:05:01.421,131,1117,465,-200,1037,262,281,914,-320,0
1970-01-01 00:05:01.437,272,1098,237,-136,898,343,281,914,-320,0
1970-01-01 00:05:01.453,141,990,267,-90,879,222,300,885,-320,0
1970-01-01 00:05:01.468,141,990,267,36,870,80,281,933,-339,0
1970-01-01 00:05:01.484,30,970,247,54,962,30,300,933,-330,0
1970-01-01 00:05:01.500,30,990,237,36,972,111,291,923,-349,0
1970-01-01 00:05:01.515,80,960,247,-45,953,202,310,914,-339,0
1970-01-01 00:05:01.531,121,1058,217,-81,972,181,300,895,-281,0
1970-01-01 00:05:01.546,111,1039,227,-90,1009,131,300,933,-300,0
1970-01-01 00:05:01.562,30,1009,277,-118,944,232,310,980,-271,0
1970-01-01 00:05:01.578,50,990,257,-145,916,232,378,1009,-310,0
1970-01-01 00:05:01.593,70,1000,227,-136,944,222,378,923,-320,0
1970-01-01 00:05:01.609,30,980,297,-109,981,272,378,771,-291,0
1970-01-01 00:05:01.625,70,1009,277,-118,990,333,291,819,-262,0
1970-01-01 00:05:01.640,101,1049,277,-109,972,303,291,885,-233,0
1970-01-01 00:05:01.656,70,1019,297,-63,972,292,291,961,-252,0
1970-01-01 00:05:01.671,80,1009,277,-18,935,313,330,904,-213,0
1970-01-01 00:05:01.687,90,1019,297,-27,953,313,349,904,-233,0
1970-01-01 00:05:01.703,90,1009,306,-36,944,313,349,876,-184,0
1970-01-01 00:05:01.718,101,1009,297,-63,972,303,339,885,-165,0
1970-01-01 00:05:01.734,70,1029,297,-81,962,323,194,942,-174,0
1970-01-01 00:05:01.750,60,1019,316,-109,953,333,388,952,-165,0
1970-01-01 00:05:01.765,80,1029,306,-109,962,343,242,971,-126,0
1970-01-01 00:05:01.781,101,1000,306,-54,953,292,291,980,-126,0
1970-01-01 00:05:01.796,90,1019,257,-36,972,282,291,971,-174,0
1970-01-01 00:05:01.812,101,1000,267,-27,953,303,291,971,-165,0
1970-01-01 00:05:01.828,80,1019,277,-63,990,333,300,990,-165,0
1970-01-01 00:05:01.843,90,1029,287,-45,935,323,291,971,-165,0
1970-01-01 00:05:01.859,101,1000,277,-54,907,323,300,961,-145,0
1970-01-01 00:05:01.875,50,1009,316,-90,925,333,262,990,-135,0
1970-01-01 00:05:01.890,70,1009,306,-100,935,313,281,971,-135,0
1970-01-01 00:05:01.906,80,1019,287,-72,935,313,339,1009,-135,0
1970-01-01 00:05:01.921,70,990,297,-81,962,333,359,990,-155,0
1970-01-01 00:05:01.937,70,1000,287,-63,962,282,320,923,-194,0
1970-01-01 00:05:01.953,40,1019,297,-72,944,292,300,904,-174,0
1970-01-01 00:05:01.968,60,1019,297,-109,944,272,271,914,-203,0
1970-01-01 00:05:01.984,70,990,267,-90,935,262,242,923,-155,0
1970-01-01 00:05:02.000,60,980,267,-100,953,262,203,1009,-155,0
1970-01-01 00:05:02.015,50,990,267,-100,953,242,203,1000,-126,0
1970-01-01 00:05:02.031,40,1000,257,-100,953,242,184,1009,-145,0
1970-01-01 00:05:02.046,50,1000,247,-118,962,222,165,1000,-184,0
1970-01-01 00:05:02.062,80,970,247,-45,944,202,174,971,-194,0
1970-01-01 00:05:02.078,80,1009,237,-45,944,202,145,990,-223,0
1970-01-01 00:05:02.093,80,1019,207,-9,990,171,135,971,-252,0
1970-01-01 00:05:02.109,80,1039,207,-9,990,222,155,942,-242,0
1970-01-01 00:05:02.125,90,1019,217,0,972,181,233,990,-223,0
1970-01-01 00:05:02.140,70,1019,247,-9,972,191,233,980,-233,0
1970-01-01 00:05:02.156,90,1019,207,-54,972,181,213,980,-233,0
1970-01-01 00:05:02.171,70,1019,237,-72,972,212,213,971,-252,0
1970-01-01 00:05:02.187,60,1009,237,-72,953,202,233,942,-242,0
1970-01-01 00:05:02.203,60,1009,227,-72,962,212,233,961,-223,0
1970-01-01 00:05:02.218,70,1009,227,-54,962,232,223,952,-223,0
1970-01-01 00:05:02.234,50,1009,237,-54,972,202,223,942,-233,0
1970-01-01 00:05:02.250,70,1029,247,-54,953,222,203,961,-213,0
1970-01-01 00:05:02.265,60,1000,237,-45,972,212,213,980,-194,0
1970-01-01 00:05:02.281,80,1009,217,-36,962,222,194,971,-223,0
1970-01-01 00:05:02.296,50,1009,227,-36,953,212,223,952,-242,0
1970-01-01 00:05:02.312,60,1019,207,-27,962,232,233,942,-203,0
1970-01-01 00:05:02.328,80,1000,227,-27,962,202,242,942,-223,0
1970-01-01 00:05:02.343,80,1000,227,0,972,191,271,942,-223,0
1970-01-01 00:05:02.359,80,1019,198,18,962,202,310,914,-233,0
1970-01-01 00:05:02.375,70,1019,217,9,981,202,300,923,-242,0
1970-01-01 00:05:02.390,70,1019,207,9,972,212,310,933,-233,0
1970-01-01 00:05:02.406,70,1019,207,0,981,232,320,923,-223,0
1970-01-01 00:05:02.421,60,1009,227,0,962,212,300,942,-233,0
1970-01-01 00:05:02.437,80,1009,237,-9,972,202,310,942,-252,0
1970-01-01 00:05:02.453,50,1000,237,-9,962,202,300,923,-233,0
1970-01-01 00:05:02.468,50,1000,237,-27,962,232,281,952,-233,0
1970-01-01 00:05:02.484,80,1000,227,-45,953,222,262,952,-223,0
1970-01-01 00:05:02.500,70,1000,227,-45,962,212,262,933,-213,0
1970-01-01 00:05:02.515,60,1019,207,-36,990,191,262,933,-213,0
1970-01-01 00:05:02.531,60,1019,207,-36,962,232,281,933,-233,0
1970-01-01 00:05:02.546,80,1029,188,-45,981,191,291,904,-213,0
1970-01-01 00:05:02.562,80,1029,188,-9,972,212,271,933,-233,0
1970-01-01 00:05:02.578,80,1000,217,-18,972,212,242,961,-233,0
1970-01-01 00:05:02.593,70,1019,198,-27,972,212,233,942,-223,0
1970-01-01 00:05:02.609,70,1019,198,-54,981,212,262,952,-213,0
1970-01-01 00:05:02.625,60,1029,198,-36,972,212,262,952,-203,0
1970-01-01 00:05:02.640,70,1009,217,-27,962,212,262,933,-223,0
1970-01-01 00:05:02.656,70,990,217,-27,962,181,281,933,-223,0
1970-01-01 00:05:02.671,40,1009,237,-27,953,202,262,942,-233,0
1970-01-01 00:05:02.687,70,1029,198,-45,972,212,281,923,-233,0
1970-01-01 00:05:02.703,80,1009,207,-18,962,202,281,933,-213,0
1970-01-01 00:05:02.718,70,1019,237,-18,972,222,262,952,-242,0
1970-01-01 00:05:02.734,70,1029,227,-9,962,212,281,942,-223,0
1970-01-01 00:05:02.750,90,1009,207,-9,962,212,281,942,-203,0
1970-01-01 00:05:02.765,90,1019,227,0,981,212,271,952,-203,0
1970-01-01 00:05:02.781,80,1000,207,-9,962,222,271,933,-213,0
1970-01-01 00:05:02.796,90,1000,207,-18,981,222,262,923,-213,0
1970-01-01 00:05:02.812,70,1029,198,-18,962,212,252,952,-233,0
1970-01-01 00:05:02.828,70,1029,198,-27,962,222,262,942,-223,0
1970-01-01 00:05:02.843,90,1000,227,-27,953,222,262,952,-194,0
1970-01-01 00:05:02.859,60,1019,237,-27,972,232,271,942,-223,0
1970-01-01 00:05:02.875,70,1009,217,-27,962,222,291,942,-194,0
1970-01-01 00:05:02.890,90,990,217,-36,981,212,281,942,-194,0
1970-01-01 00:05:02.906,60,1029,207,-36,981,202,291,933,-203,0
1970-01-01 00:05:02.921,90,1000,227,-18,953,222,271,933,-203,0
1970-01-01 00:05:02.937,80,1000,227,-45,962,212,271,952,-213,0
1970-01-01 00:05:02.953,80,1009,207,-45,962,222,281,933,-213,0
1970-01-01 00:05:02.968,70,1009,237,-45,962,222,271,942,-223,0
1970-01-01 00:05:02.984,90,1009,217,-36,962,202,281,952,-223,0
1970-01-01 00:05:03.000,60,1000,227,-45,972,212,262,904,-203,0
1970-01-01 00:05:03.015,40,1000,267,-72,962,191,281,914,-213,0
1970-01-01 00:05:03.031,20,1009,257,-90,981,151,310,904,-213,0
1970-01-01 00:05:03.046,0,1068,198,-118,981,121,300,933,-213,0
1970-01-01 00:05:03.062,30,1078,178,-154,990,80,330,885,-252,0
1970-01-01 00:05:03.078,40,1068,178,-227,1018,50,368,904,-242,0
1970-01-01 00:05:03.093,20,1117,207,-227,1018,50,349,895,-213,0
1970-01-01 00:05:03.109,20,1117,207,-245,1055,0,349,895,-213,0
1970-01-01 00:05:03.125,30,1137,178,-227,1092,60,233,895,-213,0
1970-01-01 00:05:03.140,70,1156,168,-200,1083,60,223,904,-194,0
1970-01-01 00:05:03.156,50,1137,217,-190,1037,50,242,952,-203,0
1970-01-01 00:05:03.171,80,1186,178,-163,1055,90,194,1000,-213,0
1970-01-01 00:05:03.187,90,1166,188,-163,1055,90,194,1000,-213,0
1970-01-01 00:05:03.203,131,1147,158,-90,1101,101,145,1019,-213,0
1970-01-01 00:05:03.218,121,1107,178,-100,1092,50,174,1095,-203,0
1970-01-01 00:05:03.234,-121,1029,158,18,1083,10,145,1095,-213,0
1970-01-01 00:05:03.250,-262,931,89,127,1037,60,126,1114,-233,0
1970-01-01 00:05:03.265,-252,941,79,109,1027,10,116,1104,-213,0
1970-01-01 00:05:03.281,-323,901,29,90,1018,30,135,1028,-233,0
1970-01-01 00:05:03.296,-343,931,-19,0,1027,50,135,990,-242,0
1970-01-01 00:05:03.312,-333,950,-69,-172,972,30,126,961,-233,0
1970-01-01 00:05:03.328,-333,1009,-69,-163,953,20,116,942,-233,0
1970-01-01 00:05:03.343,-333,1029,-39,-163,916,10,116,980,-233,0
1970-01-01 00:05:03.359,-303,1098,-29,-190,953,-80,97,971,-242,0
1970-01-01 00:05:03.375,-262,1107,-9,-190,935,-90,48,971,-262,0
1970-01-01 00:05:03.390,-252,1147,39,-218,925,-70,38,971,-281,0
1970-01-01 00:05:03.406,-151,1176,39,-281,925,-40,29,904,-271,0
1970-01-01 00:05:03.421,-171,1215,89,-318,962,-70,38,961,-271,0
1970-01-01 00:05:03.437,-171,1215,89,-300,898,-50,48,923,-300,0
1970-01-01 00:05:03.453,-10,1235,89,-336,879,-50,48,933,-300,0
1970-01-01 00:05:03.468,-70,1215,79,-381,879,-131,48,933,-300,0
1970-01-01 00:05:03.484,-80,1205,118,-354,851,-131,38,914,-291,0
1970-01-01 00:05:03.500,-10,1196,99,-327,888,-222,48,933,-310,0
1970-01-01 00:05:03.515,60,1107,138,-327,861,-202,58,923,-300,0
1970-01-01 00:05:03.531,80,980,148,-354,833,-141,48,914,-281,0
1970-01-01 00:05:03.546,121,1000,207,-345,851,-90,48,933,-310,0
1970-01-01 00:05:03.562,151,970,168,-300,824,-70,48,933,-320,0
1970-01-01 00:05:03.578,131,960,178,-272,759,-20,29,923,-291,0
1970-01-01 00:05:03.593,111,901,188,-236,731,40,19,942,-349,0
1970-01-01 00:05:03.609,90,872,217,-236,712,60,0,923,-330,0
1970-01-01 00:05:03.625,50,813,217,-236,712,60,-9,942,-339,0
1970-01-01 00:05:03.640,10,823,227,-272,740,60,19,942,-368,0
1970-01-01 00:05:03.656,20,823,217,-309,777,50,19,942,-368,0
1970-01-01 00:05:03.671,60,823,227,-354,777,50,58,952,-368,0
1970-01-01 00:05:03.687,101,882,227,-300,796,70,87,990,-378,0
1970-01-01 00:05:03.703,252,941,257,-218,805,101,106,980,-398,0
1970-01-01 00:05:03.718,323,950,316,-163,787,171,135,961,-407,0
1970-01-01 00:05:03.734,444,960,376,-72,944,141,116,1019,-543,0
1970-01-01 00:05:03.750,505,970,316,-200,1583,-585,310,1314,-475,0
1970-01-01 00:05:03.765,-3121,1117,485,-918,1564,-292,553,1247,-233,0
1970-01-01 00:05:03.781,-858,1127,89,-1290,1324,-171,427,847,-184,0
1970-01-01 00:05:03.796,373,1313,188,-272,1055,-50,398,942,-446,0
1970-01-01 00:05:03.812,-262,1049,207,309,796,-10,242,857,-456,0
1970-01-01 00:05:03.828,-131,1039,-19,372,722,50,77,942,-514,0
1970-01-01 00:05:03.843,-191,1068,217,-63,768,252,38,971,-359,0
1970-01-01 00:05:03.859,10,1000,326,-236,935,404,77,980,-300,0
1970-01-01 00:05:03.875,101,990,425,-336,1055,353,203,971,-233,0
1970-01-01 00:05:03.890,-141,1049,455,-372,1111,272,291,971,-184,0
1970-01-01 00:05:03.906,-90,1098,376,-309,1018,313,368,885,-116,0
1970-01-01 00:05:03.921,-151,1049,336,-218,898,313,407,847,-116,0
1970-01-01 00:05:03.937,-121,990,326,-218,898,313,417,847,-155,0
1970-01-01 00:05:03.953,-151,980,326,-227,842,242,436,838,-184,0
1970-01-01 00:05:03.968,-111,941,386,-245,888,272,446,771,-174,0
1970-01-01 00:05:03.984,-121,941,396,-227,925,232,456,800,-174,0
1970-01-01 00:05:04.000,-90,950,366,-172,935,272,436,876,-194,0
1970-01-01 00:05:04.015,-50,1000,306,-127,962,272,436,876,-194,0
1970-01-01 00:05:04.031,0,1029,306,-90,972,292,378,876,-165,0
1970-01-01 00:05:04.046,10,1078,277,-54,944,343,262,942,-174,0
1970-01-01 00:05:04.062,20,1058,277,9,879,404,223,952,-203,0
1970-01-01 00:05:04.078,70,1000,336,-9,861,404,135,980,-165,0
1970-01-01 00:05:04.093,50,1009,316,-45,907,383,116,1009,-126,0
1970-01-01 00:05:04.109,60,1009,306,-81,935,363,97,1038,-116,0
1970-01-01 00:05:04.125,50,1058,277,-154,953,383,145,1028,-126,0
1970-01-01 00:05:04.140,30,1019,277,-172,925,363,126,990,-116,0
1970-01-01 00:05:04.156,30,990,306,-163,916,323,155,961,-145,0
1970-01-01 00:05:04.171,40,1000,326,-136,907,303,165,904,-116,0
1970-01-01 00:05:04.187,80,1000,336,-127,916,313,165,895,-135,0
1970-01-01 00:05:04.203,60,1000,306,-100,935,282,165,933,-126,0
1970-01-01 00:05:04.218,70,990,287,-72,944,303,174,952,-106,0
1970-01-01 00:05:04.234,80,1019,277,-18,916,303,165,1009,-87,0
1970-01-01 00:05:04.250,131,1049,287,-9,925,323,165,1019,-116,0
1970-01-01 00:05:04.265,141,1019,277,0,944,303,165,1000,-116,0
1970-01-01 00:05:04.281,161,1009,287,9,935,282,135,1000,-106,0
1970-01-01 00:05:04.296,202,1049,287,-45,953,282,97,1009,-126,0
1970-01-01 00:05:04.312,191,1019,287,-81,944,272,58,942,-106,0
1970-01-01 00:05:04.328,222,1009,297,-154,916,282,58,923,-87,0
1970-01-01 00:05:04.343,181,1019,297,-227,916,292,77,942,-48,0
1970-01-01 00:05:04.359,151,1078,257,-236,944,262,126,952,-77,0
1970-01-01 00:05:04.375,121,1088,257,-236,944,262,126,971,-87,0
1970-01-01 00:05:04.390,131,1078,207,-218,972,202,38,980,-77,0
1970-01-01 00:05:04.406,90,1156,178,-254,990,181,9,1000,-106,0
1970-01-01 00:05:04.421,151,1176,267,-318,1083,141,-19,1019,-165,0
1970-01-01 00:05:04.437,161,1235,326,-300,1138,40,145,1095,-165,0
1970-01-01 00:05:04.453,111,1372,217,-309,1166,151,320,1342,-349,0
1970-01-01 00:05:04.468,20,1519,237,-445,1333,10,242,1323,-213,0
1970-01-01 00:05:04.484,-20,1578,257,-490,1425,-212,281,1257,-213,0
1970-01-01 00:05:04.500,-161,1705,336,-600,1416,-363,281,1257,-213,0
1970-01-01 00:05:04.515,-323,1892,465,-790,1407,-393,174,1142,-233,0
1970-01-01 00:05:04.531,-454,2049,495,-781,1324,-101,223,1047,-233,0
1970-01-01 00:05:04.546,-444,1686,564,-490,1055,181,291,952,-223,0
1970-01-01 00:05:04.562,414,1519,475,-263,879,393,368,828,-213,0
1970-01-01 00:05:04.578,333,1588,564,-300,1138,565,436,723,-262,0
1970-01-01 00:05:04.593,121,1156,247,27,1351,323,446,685,-252,0
1970-01-01 00:05:04.609,282,1137,198,272,1388,292,349,885,-252,0
1970-01-01 00:05:04.625,151,637,643,209,1416,181,330,1057,-281,0
1970-01-01 00:05:04.640,-515,235,425,200,1305,282,252,1228,-194,0
1970-01-01 00:05:04.656,-595,431,247,200,1287,333,252,1266,-174,0
1970-01-01 00:05:04.671,-828,607,0,172,1379,343,223,971,-38,0
1970-01-01 00:05:04.687,-535,519,-39,145,1324,151,203,1133,-145,0
1970-01-01 00:05:04.703,-303,519,39,136,1222,151,213,1066,-184,0
1970-01-01 00:05:04.718,-282,490,59,200,1166,40,165,1009,-252,0
1970-01-01 00:05:04.734,-262,519,99,345,1120,181,242,1038,-203,0
1970-01-01 00:05:04.750,-232,627,148,345,1120,181,9,980,-203,0
1970-01-01 00:05:04.765,-111,745,188,363,953,171,77,971,-252,0
1970-01-01 00:05:04.781,101,950,168,381,842,202,213,990,-184,0
1970-01-01 00:05:04.796,50,1127,158,409,759,131,58,866,-213,0
1970-01-01 00:05:04.812,181,1294,19,445,648,111,145,866,-213,0
1970-01-01 00:05:04.828,181,1450,-39,436,564,202,135,780,-203,0
1970-01-01 00:05:04.843,181,1450,-39,390,481,242,106,742,-233,0
1970-01-01 00:05:04.859,242,1617,-19,363,407,151,77,723,-281,0
1970-01-01 00:05:04.875,282,1774,89,327,388,131,19,761,-262,0
1970-01-01 00:05:04.890,535,2009,69,190,444,101,29,761,-291,0
1970-01-01 00:05:04.906,929,2284,138,-90,472,101,9,685,-330,0
1970-01-01 00:05:04.921,1383,2196,118,-363,490,-50,-29,914,-349,0
1970-01-01 00:05:04.937,1353,1696,168,-745,935,-181,0,1123,-310,0
1970-01-01 00:05:04.953,2111,1539,207,-1536,1648,-919,77,1228,-223,0
1970-01-01 00:05:04.968,2676,1215,108,-1627,1833,-515,126,1238,-67,0
1970-01-01 00:05:04.984,2272,1313,-19,-145,1018,171,126,1152,-97,0
1970-01-01 00:05:05.000,1828,1313,-168,372,546,373,29,1057,-271,0
1970-01-01 00:05:05.015,1262,1196,415,700,416,141,106,1419,-747,0
1970-01-01 00:05:05.031,404,1078,-79,1127,990,-464,262,1504,-300,0
1970-01-01 00:05:05.046,919,1617,207,-372,1148,242,339,1000,-194,0
1970-01-01 00:05:05.062,-292,1362,396,-1609,1629,383,427,942,-223,0
1970-01-01 00:05:05.078,303,1215,415,-909,1666,222,553,961,-233,0
1970-01-01 00:05:05.093,303,1215,415,-154,1148,404,417,857,-126,0
1970-01-01 00:05:05.109,-282,950,138,72,796,131,349,847,-145,0
1970-01-01 00:05:05.125,191,911,584,36,666,-70,339,876,-135,0
1970-01-01 00:05:05.140,80,990,495,-236,611,353,378,885,-77,0
1970-01-01 00:05:05.156,-60,970,564,-409,842,555,388,838,-126,0
1970-01-01 00:05:05.171,20,1058,425,-209,1037,424,310,771,-174,0
1970-01-01 00:05:05.187,40,1107,198,9,990,404,262,771,-233,0
1970-01-01 00:05:05.203,-101,1088,178,-27,907,333,252,857,-262,0
1970-01-01 00:05:05.218,-10,1088,207,-63,870,373,194,980,-194,0
1970-01-01 00:05:05.234,-20,1088,316,-100,861,424,194,980,-194,0
1970-01-01 00:05:05.250,30,1009,297,-136,907,434,155,1104,-97,0
1970-01-01 00:05:05.265,101,960,306,-81,953,373,213,1057,-9,0
1970-01-01 00:05:05.281,90,1078,336,-90,935,404,233,990,-58,0
1970-01-01 00:05:05.296,141,1049,237,-118,935,373,233,961,-87,0
1970-01-01 00:05:05.312,131,1029,297,-100,953,313,223,914,-145,0
1970-01-01 00:05:05.328,141,1009,277,-45,944,343,203,895,-126,0
1970-01-01 00:05:05.343,191,1009,207,-18,935,272,165,885,-155,0
1970-01-01 00:05:05.359,171,1000,207,-9,925,242,174,895,-155,0
1970-01-01 00:05:05.375,141,1039,207,-9,944,242,145,904,-145,0
1970-01-01 00:05:05.390,141,1019,217,-54,972,262,126,942,-126,0
1970-01-01 00:05:05.406,161,1019,198,-36,962,202,116,971,-106,0
1970-01-01 00:05:05.421,181,1039,188,-54,944,222,106,961,-87,0
1970-01-01 00:05:05.437,171,1029,217,-45,935,242,97,952,-67,0
1970-01-01 00:05:05.453,212,1058,207,-45,944,242,58,980,-58,0
1970-01-01 00:05:05.468,191,1068,178,-54,953,252,38,952,-58,0
1970-01-01 00:05:05.484,171,1117,178,-127,953,262,48,961,-67,0
1970-01-01 00:05:05.500,121,1137,168,-200,981,171,58,961,-38,0
1970-01-01 00:05:05.515,90,1176,138,-272,1009,121,116,1038,-106,0
1970-01-01 00:05:05.531,70,1147,108,-309,990,60,106,1028,-126,0
1970-01-01 00:05:05.546,50,1137,99,-336,1009,-10,77,1000,-106,0
1970-01-01 00:05:05.562,90,1225,138,-318,1027,-40,-19,971,-165,0
1970-01-01 00:05:05.578,101,1264,247,-336,1092,-101,-58,961,-174,0
1970-01-01 00:05:05.593,90,1333,277,-372,1194,-242,19,1028,-97,0
1970-01-01 00:05:05.609,10,1627,138,-418,1212,-282,300,1219,-184,0
1970-01-01 00:05:05.625,-292,1980,217,-700,1361,-202,417,1304,-330,0
1970-01-01 00:05:05.640,-525,2117,306,-1018,1509,-353,388,1190,-155,0
1970-01-01 00:05:05.656,-676,2088,366,-1018,1305,-202,262,990,-155,0
1970-01-01 00:05:05.671,-414,1882,435,-672,1037,222,203,790,-291,0
1970-01-01 00:05:05.687,636,1941,396,-527,1037,626,242,695,-252,0
1970-01-01 00:05:05.703,80,1509,772,-472,1296,858,242,695,-252,0
1970-01-01 00:05:05.718,-151,1127,514,-163,1583,686,300,733,-281,0
1970-01-01 00:05:05.734,161,1117,247,163,1472,636,359,1009,-368,0
1970-01-01 00:05:05.750,353,470,633,90,1351,505,281,1209,-368,0
1970-01-01 00:05:05.765,-292,166,742,45,1268,484,165,1314,-281,0
1970-01-01 00:05:05.781,-949,470,198,118,1305,585,145,1171,-233,0
1970-01-01 00:05:05.796,-949,470,198,109,1324,515,106,1114,-223,0
1970-01-01 00:05:05.812,-606,549,39,36,1212,474,135,1085,-194,0
