series_key,dataset,index,series,type,period,n,h,actual
M3:11,M3,11,N0011,yearly,1,14,6,"[5388.4, 5766.2, 5937.9, 5627.4, 5982.7, 5931.6]"
M3:12,M3,12,N0012,yearly,1,14,6,"[5949.5, 6616.5, 7247.0, 8205.0, 10158.5, 12495.5]"
M3:13,M3,13,N0013,yearly,1,14,6,"[6271.0, 6901.8, 6479.2, 6452.3, 6271.6, 6405.2]"
M3:14,M3,14,N0014,yearly,1,14,6,"[4010.8, 4120.8, 4084.2, 4330.2, 4552.4, 4724.0]"
M3:15,M3,15,N0015,yearly,1,14,6,"[5995.0, 6510.5, 6670.0, 6941.5, 7010.0, 7539.5]"
M3:16,M3,16,N0016,yearly,1,14,6,"[6658.3, 7101.4, 7375.8, 5748.3, 5915.4, 5759.3]"
M3:17,M3,17,N0017,yearly,1,14,6,"[6259.05, 6189.35, 5963.7, 5454.85, 5420.0, 5561.65]"
M3:18,M3,18,N0018,yearly,1,14,6,"[7062.4, 6891.6, 6413.6, 5775.2, 4983.4, 4782.4]"
M3:19,M3,19,N0019,yearly,1,14,6,"[5751.05, 5261.98, 6275.53, 6026.32, 5260.44, 6278.0]"
M3:20,M3,20,N0020,yearly,1,14,6,"[10045.3, 10056.3, 8687.2, 8423.0, 7742.5, 7399.7]"
M3:21,M3,21,N0021,yearly,1,14,6,"[9806.85, 10774.75, 10476.5, 11016.0, 10540.5, 10580.5]"
M3:22,M3,22,N0022,yearly,1,14,6,"[5052.8, 4512.15, 4350.8, 4609.33, 4772.4, 5199.0]"
M3:23,M3,23,N0023,yearly,1,14,6,"[3434.8, 3644.2, 4183.4, 4896.2, 4876.4, 3502.2]"
M3:24,M3,24,N0024,yearly,1,14,6,"[6659.25, 6907.26, 7032.42, 6788.04, 8569.5, 8602.47]"
M3:25,M3,25,N0025,yearly,1,14,6,"[5283.64, 5789.4, 5862.2, 6434.6, 6655.4, 6970.6]"
M3:26,M3,26,N0026,yearly,1,14,6,"[8839.0, 8757.0, 7748.0, 7596.0, 7232.0, 8216.0]"
M3:27,M3,27,N0027,yearly,1,14,6,"[3676.83, 4721.37, 5243.28, 6276.36, 7026.27, 8885.16]"
M3:28,M3,28,N0028,yearly,1,14,6,"[12523.5, 12166.0, 12881.5, 13480.5, 7086.5, 7598.0]"
M3:29,M3,29,N0029,yearly,1,14,6,"[4227.0, 4481.0, 4395.0, 4602.0, 4829.0, 4841.0]"
M3:30,M3,30,N0030,yearly,1,14,6,"[6747.02, 6775.18, 7079.44, 7873.68, 8304.85, 8966.21]"
M3:31,M3,31,N0031,yearly,1,14,6,"[7928.83, 7751.34, 8468.2, 9231.5, 9811.36, 11374.3]"
M3:32,M3,32,N0032,yearly,1,14,6,"[5025.0, 5062.6, 4878.6, 5099.6, 5050.8, 5505.4]"
M3:33,M3,33,N0033,yearly,1,14,6,"[4421.52, 4417.08, 3819.84, 3816.98, 3472.72, 4063.7]"
M3:34,M3,34,N0034,yearly,1,14,6,"[8061.94, 8551.94, 9303.02, 9592.14, 9611.4, 9505.0]"
M3:35,M3,35,N0035,yearly,1,14,6,"[3070.2, 3601.6, 3407.4, 3500.6, 3437.8, 3007.0]"
M3:36,M3,36,N0036,yearly,1,14,6,"[3274.64, 3970.12, 5589.92, 9170.12, 8793.24, 10438.96]"
M3:37,M3,37,N0037,yearly,1,14,6,"[2509.23, 2835.65, 3193.03, 3756.92, 5400.23, 8299.04]"
M3:38,M3,38,N0038,yearly,1,14,6,"[8388.45, 8570.2, 8858.75, 9702.85, 11116.85, 12344.85]"
M3:39,M3,39,N0039,yearly,1,14,6,"[3464.8, 5180.4, 5090.2, 5245.8, 5217.4, 5713.4]"
M3:40,M3,40,N0040,yearly,1,14,6,"[2825.79, 2994.88, 3546.68, 5304.05, 6379.21, 7146.98]"
M3:41,M3,41,N0041,yearly,1,14,6,"[6462.07, 5119.36, 4035.35, 4815.54, 7010.89, 4328.0]"
M3:42,M3,42,N0042,yearly,1,14,6,"[3889.0, 3926.5, 4380.0, 4951.0, 4854.0, 5091.0]"
M3:43,M3,43,N0043,yearly,1,14,6,"[8887.5, 9787.14, 9683.85, 10154.67, 9313.98, 9246.51]"
M3:44,M3,44,N0044,yearly,1,14,6,"[4598.9, 4356.6, 4016.2, 4734.0, 5037.7, 5105.6]"
M3:45,M3,45,N0045,yearly,1,14,6,"[5434.38, 6037.95, 6516.51, 7095.96, 7396.23, 7678.38]"
M3:46,M3,46,N0046,yearly,1,14,6,"[5383.5, 5640.85, 5708.2, 5906.7, 6017.45, 6952.3]"
M3:47,M3,47,N0047,yearly,1,14,6,"[4734.9, 5266.5, 5429.7, 5457.9, 5872.5, 6412.2]"
M3:48,M3,48,N0048,yearly,1,14,6,"[5101.18, 5934.92, 6366.5, 6574.92, 6989.74, 8629.08]"
M3:49,M3,49,N0049,yearly,1,14,6,"[6402.27, 7184.37, 7854.54, 7973.55, 8616.99, 8504.07]"
M3:50,M3,50,N0050,yearly,1,14,6,"[6167.5, 5986.5, 5006.5, 4556.0, 4466.5, 4350.5]"
M3:646,M3,646,N0646,quarterly,4,36,8,"[5531.5, 5670.6, 5730.0, 5798.45, 5809.05, 5707.05, 5661.75, 6176.6]"
M3:647,M3,647,N0647,quarterly,4,36,8,"[3799.2, 3972.6, 4078.2, 4090.0, 4240.2, 4320.8, 4268.4, 4292.6]"
M3:648,M3,648,N0648,quarterly,4,38,8,"[5405.5, 5935.5, 5864.65, 5800.1, 5853.55, 5948.0, 5970.0, 5692.0]"
M3:649,M3,649,N0649,quarterly,4,36,8,"[4713.0, 4201.0, 4085.8, 4065.0, 3940.2, 3686.8, 3816.6, 2993.6]"
M3:650,M3,650,N0650,quarterly,4,36,8,"[4536.47, 4729.85, 5230.25, 5672.0, 5963.0, 6143.0, 6636.0, 6908.0]"
M3:651,M3,651,N0651,quarterly,4,36,8,"[8202.2, 8287.2, 8287.4, 8117.0, 8164.6, 8129.8, 8352.0, 8308.4]"
M3:652,M3,652,N0652,quarterly,4,35,8,"[8353.32, 8586.87, 8519.06, 8662.2, 9080.78, 9012.34, 9120.59, 9391.41]"
M3:653,M3,653,N0653,quarterly,4,35,8,"[2893.0, 2869.5, 2934.5, 3144.5, 2797.0, 2876.5, 3324.5, 3495.5]"
M3:654,M3,654,N0654,quarterly,4,37,8,"[6093.05, 5993.4, 5675.95, 5890.2, 6246.25, 6408.55, 6390.6, 6735.1]"
M3:655,M3,655,N0655,quarterly,4,36,8,"[6729.34, 6675.46, 7142.94, 7308.06, 7525.5, 7893.78, 8223.88, 8904.28]"
M3:656,M3,656,N0656,quarterly,4,36,8,"[5921.4, 5837.9, 5981.7, 6146.8, 6111.9, 6226.35, 6308.9, 6431.1]"
M3:657,M3,657,N0657,quarterly,4,36,8,"[7543.4, 8054.4, 7834.3, 7688.1, 7723.1, 7946.0, 7853.6, 7931.3]"
M3:658,M3,658,N0658,quarterly,4,36,8,"[4848.2, 4993.6, 5315.4, 5256.0, 5984.3, 6408.9, 6574.7, 6590.0]"
M3:659,M3,659,N0659,quarterly,4,36,8,"[3554.24, 3574.36, 3562.92, 3612.4, 3724.88, 3861.44, 3785.36, 4126.66]"
M3:660,M3,660,N0660,quarterly,4,36,8,"[3503.5, 3541.52, 3656.92, 3741.52, 3895.2, 3925.52, 3909.42, 4058.94]"
M3:661,M3,661,N0661,quarterly,4,35,8,"[4735.8, 4847.0, 4912.7, 4847.8, 5403.1, 5205.2, 5191.6, 5160.9]"
M3:662,M3,662,N0662,quarterly,4,36,8,"[6505.64, 6550.36, 6492.56, 6592.3, 6582.72, 6680.08, 6960.9, 6867.68]"
M3:663,M3,663,N0663,quarterly,4,36,8,"[3317.6, 3860.0, 3602.8, 3804.8, 3552.6, 3998.6, 4122.2, 4232.2]"
M3:664,M3,664,N0664,quarterly,4,36,8,"[5961.0, 7173.0, 4657.0, 4931.0, 5686.0, 4869.0, 4576.0, 4500.0]"
M3:665,M3,665,N0665,quarterly,4,38,8,"[5719.82, 5828.62, 5700.0, 5698.0, 5680.86, 5833.12, 5678.0, 5492.0]"
M3:666,M3,666,N0666,quarterly,4,36,8,"[2838.0, 3288.0, 3250.0, 3932.0, 2940.0, 3564.0, 3934.0, 4212.0]"
M3:667,M3,667,N0667,quarterly,4,36,8,"[4643.5, 4612.0, 4635.5, 5030.5, 4298.5, 4715.0, 4769.5, 5451.0]"
M3:668,M3,668,N0668,quarterly,4,36,8,"[4145.2, 3812.4, 5039.8, 5668.2, 6746.0, 6942.8, 7383.2, 6233.4]"
M3:669,M3,669,N0669,quarterly,4,36,8,"[4947.8, 5309.05, 5128.0, 5787.35, 5339.5, 5318.65, 5229.95, 5770.55]"
M3:670,M3,670,N0670,quarterly,4,36,8,"[5692.1, 6779.2, 7027.5, 7023.7, 7190.5, 5890.0, 7088.8, 7055.8]"
M3:671,M3,671,N0671,quarterly,4,36,8,"[3058.0, 3262.0, 3502.0, 4685.0, 3346.0, 3611.0, 3783.0, 5269.0]"
M3:672,M3,672,N0672,quarterly,4,35,8,"[5002.0, 7131.0, 6376.0, 7558.0, 6906.0, 7364.0, 6859.0, 7412.0]"
M3:673,M3,673,N0673,quarterly,4,35,8,"[3745.26, 3607.6, 3900.38, 4390.96, 5062.5, 4234.95, 4772.83, 5466.78]"
M3:674,M3,674,N0674,quarterly,4,37,8,"[6264.5, 6335.5, 6091.0, 6102.5, 6422.5, 6839.5, 6578.0, 7463.0]"
M3:675,M3,675,N0675,quarterly,4,36,8,"[2127.0, 2076.5, 2053.0, 2085.0, 1990.0, 2340.0, 2824.0, 3411.0]"
M3:676,M3,676,N0676,quarterly,4,36,8,"[5068.9, 5609.4, 5271.9, 6439.2, 3821.7, 4832.8, 4476.4, 5525.1]"
M3:677,M3,677,N0677,quarterly,4,36,8,"[7190.3, 7710.7, 7888.2, 7097.0, 8065.4, 8479.3, 8768.0, 7750.5]"
M3:678,M3,678,N0678,quarterly,4,36,8,"[5782.0, 5908.0, 5848.0, 6162.0, 5582.0, 5806.0, 5796.0, 6148.0]"
M3:679,M3,679,N0679,quarterly,4,36,8,"[5107.7, 3636.0, 5448.2, 5763.2, 5267.3, 4031.0, 5619.7, 6057.6]"
M3:680,M3,680,N0680,quarterly,4,36,8,"[4820.3, 4954.45, 5020.85, 5104.65, 5080.45, 4988.75, 4960.3, 5421.3]"
M3:681,M3,681,N0681,quarterly,4,36,8,"[7706.0, 7616.5, 7885.5, 8579.0, 8833.5, 8654.5, 8420.5, 8981.5]"
M3:682,M3,682,N0682,quarterly,4,38,8,"[5103.79, 5030.4, 4846.9, 4722.46, 4946.14, 5008.93, 4747.53, 4580.43]"
M3:683,M3,683,N0683,quarterly,4,35,8,"[4785.62, 4605.1, 4753.84, 4571.58, 4459.26, 4622.18, 4966.32, 5086.54]"
M3:684,M3,684,N0684,quarterly,4,36,8,"[4434.79, 4781.95, 4912.94, 5314.6, 5335.55, 5697.3, 5918.7, 5918.7]"
M3:685,M3,685,N0685,quarterly,4,36,8,"[6777.81, 6812.56, 6685.24, 6295.12, 6376.31, 6455.08, 6621.03, 6681.24]"
M3:686,M3,686,N0686,quarterly,4,36,8,"[5587.75, 4410.13, 5903.75, 5658.75, 5588.88, 5651.25, 5656.0, 5621.0]"
M3:687,M3,687,N0687,quarterly,4,36,8,"[2126.25, 2347.65, 2511.2, 3909.05, 4080.2, 4381.65, 4626.6, 5107.1]"
M3:688,M3,688,N0688,quarterly,4,36,8,"[4740.4, 5343.3, 4887.7, 5051.2, 5220.2, 5545.2, 5984.3, 6473.7]"
M3:689,M3,689,N0689,quarterly,4,36,8,"[4767.76, 4786.8, 4843.52, 4786.7, 4829.62, 4845.96, 4839.46, 4887.56]"
M3:690,M3,690,N0690,quarterly,4,36,8,"[4223.7, 4311.34, 4251.48, 4472.46, 4204.92, 4147.36, 4114.66, 4157.96]"
M3:691,M3,691,N0691,quarterly,4,36,8,"[6537.8, 6793.0, 6704.8, 7485.0, 7383.2, 7648.4, 7962.8, 8316.8]"
M3:692,M3,692,N0692,quarterly,4,36,8,"[6040.7, 6873.5, 9372.3, 7904.7, 7025.2, 7333.15, 9779.55, 7806.7]"
M3:693,M3,693,N0693,quarterly,4,36,8,"[6998.0, 7128.0, 7089.0, 7029.5, 7029.0, 7171.0, 7288.5, 7288.5]"
M3:694,M3,694,N0694,quarterly,4,36,8,"[5977.0, 6216.5, 6706.5, 6136.0, 6146.5, 5947.0, 5967.0, 5721.0]"
M3:695,M3,695,N0695,quarterly,4,36,8,"[3026.0, 2412.0, 3291.0, 3434.0, 3243.0, 3879.0, 4426.0, 4979.0]"
M3:1402,M3,1402,N1402,monthly,12,50,18,"[2280.0, 480.0, 5040.0, 1920.0, 840.0, 2520.0, 1560.0, 1440.0, 240.0, 1800.0, 4680.0, 1800.0, 1680.0, 3720.0, 2160.0, 480.0, 2040.0, 1440.0]"
M3:1403,M3,1403,N1403,monthly,12,50,18,"[1440.0, 840.0, 1440.0, 1560.0, 1080.0, 360.0, 960.0, 1320.0, 1080.0, 1680.0, 1080.0, 840.0, 840.0, 600.0, 1320.0, 1320.0, 2280.0, 1440.0]"
M3:1404,M3,1404,N1404,monthly,12,50,18,"[6540.0, 4920.0, 1710.0, 3420.0, 5910.0, 6720.0, 4650.0, 2550.0, 8640.0, 7680.0, 6720.0, 5190.0, 5190.0, 5910.0, 4800.0, 5640.0, 5790.0, 4230.0]"
M3:1405,M3,1405,N1405,monthly,12,50,18,"[7420.0, 4260.0, 2740.0, 3200.0, 7140.0, 6960.0, 5760.0, 2280.0, 12300.0, 8800.0, 9660.0, 5860.0, 6600.0, 8100.0, 7760.0, 6940.0, 8020.0, 6400.0]"
M3:1406,M3,1406,N1406,monthly,12,50,18,"[7350.0, 6500.0, 2700.0, 8700.0, 9250.0, 10250.0, 9550.0, 6450.0, 9800.0, 12450.0, 10050.0, 8400.0, 10000.0, 10950.0, 10700.0, 8800.0, 7550.0, 8800.0]"
M3:1407,M3,1407,N1407,monthly,12,50,18,"[450.0, 2400.0, 3000.0, 1650.0, 1950.0, 750.0, 3150.0, 2700.0, 6150.0, 1500.0, 1650.0, 1650.0, 4050.0, 1650.0, 3150.0, 150.0, 3900.0, 2100.0]"
M3:1408,M3,1408,N1408,monthly,12,50,18,"[2100.0, 3300.0, 5550.0, 4800.0, 3600.0, 5100.0, 3000.0, 2850.0, 5250.0, 1800.0, 3600.0, 3300.0, 5850.0, 5100.0, 3450.0, 3600.0, 6000.0, 2700.0]"
M3:1409,M3,1409,N1409,monthly,12,50,18,"[3000.0, 3000.0, 2550.0, 2250.0, 3900.0, 4200.0, 2550.0, 1350.0, 7950.0, 1950.0, 1500.0, 2250.0, 4950.0, 1650.0, 4200.0, 2700.0, 4800.0, 1950.0]"
M3:1410,M3,1410,N1410,monthly,12,50,18,"[2820.0, 5620.0, 3380.0, 1480.0, 2320.0, 3320.0, 4380.0, 2200.0, 3540.0, 2480.0, 2060.0, 2820.0, 2820.0, 2280.0, 2740.0, 1140.0, 1900.0, 4240.0]"
M3:1411,M3,1411,N1411,monthly,12,50,18,"[4380.0, 5080.0, 4740.0, 3800.0, 5060.0, 4260.0, 4540.0, 2900.0, 4500.0, 3540.0, 3840.0, 4080.0, 3620.0, 3820.0, 4880.0, 2800.0, 3640.0, 4100.0]"
M3:1412,M3,1412,N1412,monthly,12,50,18,"[2920.0, 3540.0, 2620.0, 2540.0, 2100.0, 3900.0, 3940.0, 2200.0, 3640.0, 3000.0, 2600.0, 2800.0, 2400.0, 3420.0, 2980.0, 1780.0, 2800.0, 3520.0]"
M3:1413,M3,1413,N1413,monthly,12,50,18,"[7360.0, 980.0, 1180.0, 2940.0, 8840.0, 3780.0, 1140.0, 2200.0, 4000.0, 10120.0, 300.0, 6860.0, 3540.0, 3540.0, 120.0, 2400.0, 14320.0, 140.0]"
M3:1414,M3,1414,N1414,monthly,12,50,18,"[2700.0, 2500.0, 4650.0, 2750.0, 9250.0, 2100.0, 1650.0, 2150.0, 5000.0, 2550.0, 3750.0, 3100.0, 3000.0, 2250.0, 1650.0, 3800.0, 6850.0, 2100.0]"
M3:1415,M3,1415,N1415,monthly,12,50,18,"[6450.0, 4800.0, 6800.0, 2800.0, 6800.0, 4900.0, 3350.0, 2600.0, 3500.0, 1700.0, 1100.0, 3200.0, 5150.0, 4450.0, 7000.0, 2450.0, 9950.0, 2500.0]"
M3:1416,M3,1416,N1416,monthly,12,50,18,"[3300.0, 2000.0, 2920.0, 1300.0, 2720.0, 2740.0, 840.0, 1280.0, 2140.0, 580.0, 980.0, 1880.0, 2460.0, 1680.0, 1340.0, 840.0, 1860.0, 1360.0]"
M3:1417,M3,1417,N1417,monthly,12,50,18,"[2640.0, 920.0, 2040.0, 820.0, 260.0, 1880.0, 1180.0, 620.0, 1460.0, 460.0, 560.0, 1120.0, 1440.0, 1320.0, 800.0, 640.0, 1220.0, 1180.0]"
M3:1418,M3,1418,N1418,monthly,12,50,18,"[840.0, 4320.0, 1260.0, 2280.0, 1560.0, 2040.0, 2400.0, 1200.0, 960.0, 720.0, 2520.0, 3240.0, 2040.0, 3240.0, 4600.0, 2520.0, 1800.0, 1560.0]"
M3:1419,M3,1419,N1419,monthly,12,50,18,"[2160.0, 1920.0, 3480.0, 2040.0, 3120.0, 3720.0, 1800.0, 3360.0, 2400.0, 3000.0, 3120.0, 1800.0, 2280.0, 4080.0, 1680.0, 2400.0, 2880.0, 1440.0]"
M3:1420,M3,1420,N1420,monthly,12,51,18,"[2800.0, 2400.0, 1850.0, 1850.0, 2900.0, 1300.0, 4000.0, 3300.0, 2950.0, 1950.0, 3750.0, 3000.0, 2200.0, 2900.0, 3900.0, 3350.0, 1500.0, 3050.0]"
M3:1421,M3,1421,N1421,monthly,12,51,18,"[4250.0, 2750.0, 3950.0, 4300.0, 4350.0, 2450.0, 3450.0, 4450.0, 3650.0, 2350.0, 1900.0, 3000.0, 3200.0, 4450.0, 5350.0, 4050.0, 3000.0, 4150.0]"
M3:1422,M3,1422,N1422,monthly,12,51,18,"[5800.0, 6000.0, 6700.0, 4200.0, 4400.0, 4800.0, 3600.0, 3200.0, 2100.0, 3000.0, 2400.0, 3400.0, 2600.0, 6000.0, 5100.0, 4100.0, 2900.0, 2900.0]"
M3:1423,M3,1423,N1423,monthly,12,51,18,"[4700.0, 5000.0, 5700.0, 2000.0, 2200.0, 3000.0, 2300.0, 1700.0, 1700.0, 1400.0, 1400.0, 3600.0, 1900.0, 3700.0, 2600.0, 4100.0, 4300.0, 5900.0]"
M3:1424,M3,1424,N1424,monthly,12,51,18,"[2805.0, 3770.0, 2570.0, 1890.0, 2840.0, 2330.0, 3040.0, 2205.0, 3315.0, 4295.0, 2185.0, 3065.0, 2915.0, 3065.0, 3600.0, 3620.0, 2120.0, 2150.0]"
M3:1425,M3,1425,N1425,monthly,12,51,18,"[2350.0, 2850.0, 850.0, 1900.0, 4300.0, 3600.0, 3100.0, 650.0, 1250.0, 1450.0, 1300.0, 1500.0, 900.0, 2500.0, 2350.0, 850.0, 1150.0, 2050.0]"
M3:1426,M3,1426,N1426,monthly,12,51,18,"[3090.0, 3468.0, 2870.0, 2824.0, 3594.0, 3348.0, 3592.0, 2770.0, 3570.0, 4020.0, 3368.0, 3954.0, 3404.0, 3984.0, 3910.0, 3784.0, 3682.0, 3454.0]"
M3:1427,M3,1427,N1427,monthly,12,51,18,"[2900.0, 2850.0, 1250.0, 2000.0, 1350.0, 4650.0, 1300.0, 1100.0, 2750.0, 2350.0, 1400.0, 1900.0, 500.0, 850.0, 2550.0, 3950.0, 2850.0, 2900.0]"
M3:1428,M3,1428,N1428,monthly,12,51,18,"[3520.0, 4300.0, 2740.0, 2640.0, 3420.0, 3260.0, 2900.0, 2600.0, 4120.0, 2300.0, 5320.0, 2800.0, 2240.0, 3780.0, 3440.0, 2720.0, 2400.0, 3240.0]"
M3:1429,M3,1429,N1429,monthly,12,51,18,"[2900.0, 4520.0, 2680.0, 2840.0, 2460.0, 2720.0, 2780.0, 2740.0, 2600.0, 3180.0, 3260.0, 2720.0, 3520.0, 4280.0, 3660.0, 3880.0, 3300.0, 3640.0]"
M3:1430,M3,1430,N1430,monthly,12,51,18,"[7600.0, 7350.0, 7150.0, 6950.0, 5750.0, 10700.0, 7400.0, 6300.0, 8550.0, 5650.0, 7750.0, 6200.0, 6800.0, 6950.0, 8800.0, 6750.0, 6300.0, 5000.0]"
M3:1431,M3,1431,N1431,monthly,12,51,18,"[8700.0, 13500.0, 6400.0, 8700.0, 8000.0, 11100.0, 8100.0, 12100.0, 10000.0, 9700.0, 12500.0, 9300.0, 11000.0, 8300.0, 12800.0, 6800.0, 13500.0, 13100.0]"
M3:1432,M3,1432,N1432,monthly,12,51,18,"[3600.0, 1900.0, 3100.0, 1700.0, 3500.0, 3400.0, 3300.0, 1600.0, 5600.0, 3500.0, 3400.0, 1000.0, 1600.0, 5300.0, 4200.0, 1900.0, 2200.0, 2100.0]"
M3:1433,M3,1433,N1433,monthly,12,51,18,"[3300.0, 1750.0, 2150.0, 1950.0, 4450.0, 2400.0, 3850.0, 2900.0, 6000.0, 4400.0, 3900.0, 2200.0, 1850.0, 2700.0, 4250.0, 1150.0, 1800.0, 2150.0]"
M3:1434,M3,1434,N1434,monthly,12,51,18,"[2240.0, 2840.0, 1840.0, 1880.0, 3140.0, 1760.0, 2380.0, 3340.0, 3080.0, 3220.0, 2240.0, 2320.0, 1540.0, 2640.0, 2400.0, 1400.0, 2500.0, 1740.0]"
M3:1435,M3,1435,N1435,monthly,12,51,18,"[1740.0, 3140.0, 2900.0, 2440.0, 2940.0, 2100.0, 3060.0, 2480.0, 1980.0, 4080.0, 2280.0, 2680.0, 1880.0, 2040.0, 2660.0, 1140.0, 1440.0, 3140.0]"
M3:1436,M3,1436,N1436,monthly,12,51,18,"[1450.0, 1400.0, 2600.0, 1300.0, 3850.0, 2150.0, 3300.0, 3200.0, 1650.0, 1550.0, 1450.0, 1900.0, 1350.0, 1750.0, 2300.0, 850.0, 2150.0, 1750.0]"
M3:1437,M3,1437,N1437,monthly,12,51,18,"[4550.0, 5150.0, 3500.0, 3950.0, 5350.0, 3100.0, 8450.0, 3550.0, 4900.0, 4600.0, 5050.0, 5350.0, 3100.0, 6100.0, 6800.0, 3600.0, 5550.0, 2350.0]"
M3:1438,M3,1438,N1438,monthly,12,51,18,"[2750.0, 2900.0, 2350.0, 1900.0, 2000.0, 2850.0, 3150.0, 2750.0, 4650.0, 2800.0, 3850.0, 5300.0, 2850.0, 3950.0, 5500.0, 4650.0, 2450.0, 2950.0]"
M3:1439,M3,1439,N1439,monthly,12,51,18,"[1500.0, 3650.0, 1200.0, 1300.0, 1400.0, 2900.0, 1500.0, 2350.0, 1700.0, 2550.0, 2250.0, 2100.0, 1200.0, 2050.0, 5200.0, 2350.0, 2150.0, 1700.0]"
M3:1440,M3,1440,N1440,monthly,12,51,18,"[3900.0, 5720.0, 4320.0, 3780.0, 4520.0, 7360.0, 4940.0, 4300.0, 7000.0, 5420.0, 5280.0, 5260.0, 4280.0, 4960.0, 5420.0, 5600.0, 6000.0, 4060.0]"
M3:1441,M3,1441,N1441,monthly,12,51,18,"[5000.0, 6550.0, 4000.0, 4350.0, 5100.0, 4200.0, 2900.0, 4600.0, 6850.0, 4150.0, 5500.0, 7100.0, 3750.0, 3300.0, 5600.0, 2600.0, 3300.0, 3250.0]"
M3:1442,M3,1442,N1442,monthly,12,51,18,"[5340.0, 5940.0, 5040.0, 2220.0, 6180.0, 4280.0, 4140.0, 7180.0, 6680.0, 5720.0, 4180.0, 6540.0, 4820.0, 5800.0, 6420.0, 4520.0, 4120.0, 4240.0]"
M3:1443,M3,1443,N1443,monthly,12,51,18,"[3400.0, 3500.0, 3250.0, 1100.0, 3600.0, 4650.0, 3900.0, 3450.0, 6100.0, 3100.0, 2100.0, 3300.0, 2050.0, 5500.0, 4650.0, 3550.0, 3600.0, 3050.0]"
M3:1444,M3,1444,N1444,monthly,12,51,18,"[1800.0, 4900.0, 5200.0, 2300.0, 6700.0, 5700.0, 3400.0, 5900.0, 2900.0, 6700.0, 3500.0, 8200.0, 3700.0, 7700.0, 8000.0, 9800.0, 6900.0, 7000.0]"
M3:1445,M3,1445,N1445,monthly,12,51,18,"[3850.0, 6150.0, 4700.0, 6300.0, 3800.0, 2750.0, 3550.0, 5150.0, 3650.0, 3650.0, 3550.0, 5550.0, 1750.0, 5250.0, 8650.0, 4400.0, 5950.0, 3200.0]"
M3:1446,M3,1446,N1446,monthly,12,51,18,"[2210.0, 3070.0, 3250.0, 1820.0, 2790.0, 2470.0, 2890.0, 3510.0, 2570.0, 4570.0, 980.0, 3170.0, 920.0, 4130.0, 2880.0, 630.0, 1900.0, 2410.0]"
M3:1447,M3,1447,N1447,monthly,12,51,18,"[3810.0, 5660.0, 4315.0, 3680.0, 4075.0, 4120.0, 4160.0, 3280.0, 3805.0, 4860.0, 4275.0, 5445.0, 4620.0, 4225.0, 5320.0, 3695.0, 4630.0, 5775.0]"
M3:1448,M3,1448,N1448,monthly,12,51,18,"[1240.0, 2540.0, 2210.0, 1270.0, 1350.0, 1370.0, 1600.0, 1790.0, 2220.0, 1000.0, 840.0, 2430.0, 1040.0, 2860.0, 1620.0, 970.0, 350.0, 1860.0]"
M3:1449,M3,1449,N1449,monthly,12,51,18,"[4280.0, 4625.0, 4115.0, 3405.0, 4080.0, 3630.0, 4605.0, 3975.0, 3355.0, 5275.0, 3120.0, 5635.0, 4545.0, 4590.0, 5335.0, 4855.0, 4365.0, 3750.0]"
M3:1450,M3,1450,N1450,monthly,12,51,18,"[2760.0, 2420.0, 5080.0, 1540.0, 2700.0, 1380.0, 2660.0, 2040.0, 1820.0, 3160.0, 2460.0, 1860.0, 2440.0, 2080.0, 2260.0, 1160.0, 2060.0, 2160.0]"
M3:1451,M3,1451,N1451,monthly,12,51,18,"[4200.0, 3780.0, 3220.0, 2520.0, 4120.0, 3300.0, 3540.0, 2040.0, 1400.0, 4940.0, 2680.0, 3300.0, 3260.0, 2980.0, 2720.0, 2680.0, 1720.0, 3120.0]"
M3:2830,M3,2830,N2830,other,1,96,8,"[4381.08, 4405.63, 4377.02, 4371.18, 4255.07, 4285.44, 4260.68, 4249.63]"
M3:2831,M3,2831,N2831,other,1,96,8,"[5875.23, 6765.19, 6546.78, 6681.54, 6130.36, 6383.16, 6225.59, 6222.02]"
M3:2832,M3,2832,N2832,other,1,96,8,"[5417.0, 3876.5, 5123.0, 3364.5, 1267.5, 4154.5, 5611.0, 4646.5]"
M3:2833,M3,2833,N2833,other,1,96,8,"[9340.0, 9472.5, 8052.5, 8320.0, 6662.5, 7757.5, 6345.0, 5425.0]"
M3:2834,M3,2834,N2834,other,1,96,8,"[5305.43, 5297.8, 5300.67, 5293.75, 5321.88, 5308.82, 5308.56, 5294.78]"
M3:2835,M3,2835,N2835,other,1,95,8,"[4381.38, 4332.24, 4340.7, 4456.54, 4546.61, 4566.85, 4529.14, 4530.88]"
M3:2836,M3,2836,N2836,other,1,96,8,"[5268.55, 5313.73, 5299.75, 5284.84, 5300.93, 5318.14, 5313.48, 5340.99]"
M3:2837,M3,2837,N2837,other,1,95,8,"[5573.59, 5614.99, 5677.5, 5669.66, 5697.58, 5666.84, 5643.17, 5641.02]"
M3:2838,M3,2838,N2838,other,1,95,8,"[6176.77, 6110.58, 6088.55, 6111.65, 6140.75, 6134.81, 6112.68, 6129.58]"
M3:2839,M3,2839,N2839,other,1,96,8,"[5789.7, 5786.21, 5779.45, 5811.22, 5825.72, 5833.55, 5844.83, 5869.06]"
M3:2840,M3,2840,N2840,other,1,95,8,"[6532.23, 6511.79, 6618.87, 6651.2, 6597.66, 6616.67, 6636.85, 6682.66]"
